gene_id,id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_00503,chavicol_O-methyltransferase,chavicol_O-methyltransferase,protein,,PF00501;PF00583,EC 4.3.1.5; EC 1.14.13.11; EC 2.1.1.-,chavicol_O-methyltransferase - enzyme for Estragole (p-Allylanisole) biosynthesis,Phenylpropanoid/benzenoid compound (Ether),Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00504,methylenedioxy_bridge_enzyme,methylenedioxy_bridge_enzyme,protein,,,EC 4.3.1.5; EC 1.14.13.11; EC 2.1.1.-,methylenedioxy_bridge_enzyme - enzyme for Myristicin biosynthesis,Phenylpropanoid/benzenoid compound (Ether),Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00505,eugenol_O-methyltransferase,eugenol_O-methyltransferase,protein,,PF00501;PF00583,EC 2.1.1.-,eugenol_O-methyltransferase - enzyme for Eugenol methyl ether (Methyleugenol) biosynthesis,Phenylpropanoid/benzenoid compound (Ether),Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00506,isoeugenol_O-methyltransferase,isoeugenol_O-methyltransferase,protein,,PF00501;PF00583,EC 2.1.1.-,isoeugenol_O-methyltransferase - enzyme for Isoeugenol methyl ether (Methylisoeugenol) biosynthesis,Phenylpropanoid/benzenoid compound (Ether),Phenylpropanoid/benzenoid compound,Phenylpropanoid/benzenoid compound,Nicotiana tabacum
NtG_00507,HMF_decarbonylase,HMF_decarbonylase,protein,,,EC 4.1.1.-,"HMF_decarbonylase - enzyme for 2,5-Dimethylfuran biosynthesis",Furan,Furan,Furan,Nicotiana tabacum
NtG_00508,furan_pathway,furan_pathway,protein,,,EC 4.1.1.-,"furan_pathway - enzyme for 2,5-Dimethylfuran biosynthesis",Furan,Furan,Furan,Nicotiana tabacum
NtG_00509,Maillard_reaction,Maillard_reaction,protein,,,NA,"Maillard_reaction - enzyme for 2,3-Dimethylfuran biosynthesis",Furan,Furan,Furan,Nicotiana tabacum
NtG_00510,oxidative_coupling,oxidative_coupling,protein,,,NA,"oxidative_coupling - enzyme for 2,2'-Bifuran biosynthesis",Furan,Furan,Furan,Nicotiana tabacum
NtG_00511,phenylpropanoid_pathway,phenylpropanoid_pathway,protein,,,EC 4.2.1.-,"phenylpropanoid_pathway - enzyme for 2,3-Dihydrobenzofuran (Coumaran) biosynthesis",Furan (Benzofuran),Furan,Furan,Nicotiana tabacum
NtG_00512,methylation,methylation,protein,,,EC 2.1.1.-,methylation - enzyme for 2-Methylbenzofuran biosynthesis,Furan (Benzofuran),Furan,Furan,Nicotiana tabacum
NtG_00513,condensation_enzyme,condensation_enzyme,protein,K01652,,EC 2.2.1.6; EC 4.1.1.5,"condensation_enzyme - enzyme for 2,3-Pentanedione (Acetyl propionyl) biosynthesis",Ketone (Diketone),Ketone,Ketone,Nicotiana tabacum
NtG_00514,diketone_pathway,diketone_pathway,protein,,,EC 4.1.1.-,"diketone_pathway - enzyme for 2,3-Hexanedione biosynthesis",Ketone (Diketone),Ketone,Ketone,Nicotiana tabacum
NtG_00515,HMF_degradation,HMF_degradation,protein,,,EC 4.1.1.-,"HMF_degradation - enzyme for Acetonylacetone (2,5-Hexanedione) biosynthesis",Ketone (Diketone),Ketone,Ketone,Nicotiana tabacum
NtG_00516,cyclohexanone_reductase,cyclohexanone_reductase,protein,K00001,,EC 1.1.1.1,cyclohexanone_reductase - enzyme for Cyclohexanol biosynthesis,Alcohol (Cyclohexanol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00517,oxidation,oxidation,protein,,,EC 1.14.-.-,"oxidation - enzyme for 4-Methyl-2,3-furandione biosynthesis",Furanone (Furandione),Furanone,Furanone,Nicotiana tabacum
NtG_00518,levulinic_acid_pathway,levulinic_acid_pathway,protein,,,EC 5.3.3.-,levulinic_acid_pathway - enzyme for 2(3H)-Furanone (β-Angelica lactone) biosynthesis,Furanone (Butenolide),Furanone,Furanone,Nicotiana tabacum
NtG_00519,β-ionone_epoxidase,β-ionone_epoxidase,protein,K01610,,EC 1.13.11.71; EC 1.14.-.-,"β-ionone_epoxidase - enzyme for Norisoprenoid C13 (3-Hydroxy-5,6-epoxy-β-ionone) biosynthesis",Carotenoid degradation product (C13 norisoprenoid),Carotenoid degradation product,Carotenoid degradation product,Nicotiana tabacum
NtG_00520,hydroxylase,hydroxylase,protein,K01610,,EC 1.13.11.71; EC 1.14.-.-,"hydroxylase - enzyme for Norisoprenoid C13 (3-Hydroxy-5,6-epoxy-β-ionone) biosynthesis",Carotenoid degradation product (C13 norisoprenoid),Carotenoid degradation product,Carotenoid degradation product,Nicotiana tabacum
NtG_00521,β-damascone_oxidase,β-damascone_oxidase,protein,K01610,,EC 1.13.11.71; EC 1.14.-.-,β-damascone_oxidase - enzyme for 4-Oxo-β-damascone biosynthesis,Carotenoid degradation product (C13 norisoprenoid),Carotenoid degradation product,Carotenoid degradation product,Nicotiana tabacum
NtG_00522,ENO,ENO,protein,K01689,PF00295,,Enolase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00523,GAPDH,GAPDH,protein,K00134,PF00044,,Glyceraldehyde-3-phosphate dehydrogenase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00524,PGK,PGK,protein,K00393,PF00162,,Phosphoglycerate kinase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00525,PYK,PYK,protein,K00890,PF00224,,Pyruvate kinase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00526,HK,HK,protein,K00844,PF00370,,Hexokinase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00527,PFK,PFK,protein,K00850,PF00370,,Phosphofructokinase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00528,TPI,TPI,protein,K01803,PF00121,,Triosephosphate isomerase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00529,PGI,PGI,protein,K01835,PF01266,,Phosphoglucose isomerase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00530,CS,CS,protein,K01647,PF00288,,Citrate synthase,TCA_cycle,TCA_cycle,TCA_cycle,Nicotiana tabacum
NtG_00531,IDH,IDH,protein,K00031,PF00180,,Isocitrate dehydrogenase,TCA_cycle,TCA_cycle,TCA_cycle,Nicotiana tabacum
NtG_00532,OGDH,OGDH,protein,K00164,PF00164,,Oxoglutarate dehydrogenase,TCA_cycle,TCA_cycle,TCA_cycle,Nicotiana tabacum
NtG_00533,SDH,SDH,protein,K00234,PF01126,,Succinate dehydrogenase,TCA_cycle,TCA_cycle,TCA_cycle,Nicotiana tabacum
NtG_00534,FH,FH,protein,K01676,PF00274,,Fumarate hydratase,TCA_cycle,TCA_cycle,TCA_cycle,Nicotiana tabacum
NtG_00535,MDH,MDH,protein,K00024,PF00044,,Malate dehydrogenase,TCA_cycle,TCA_cycle,TCA_cycle,Nicotiana tabacum
NtG_00536,4CL,4CL,protein,K01908,PF00698,,4-Coumarate CoA ligase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00537,CHS,CHS,protein,K00656,PF00195,,Chalcone synthase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00538,DXS,DXS,protein,K01663,PF00293,,DXP synthase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00539,DXR,DXR,protein,K00099,PF02670,,DXP reductoisomerase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00540,HMGR,HMGR,protein,K00088,PF00368,,HMG-CoA reductase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00541,SQS,SQS,protein,K01763,PF00394,,Squalene synthase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00542,LOX,LOX,protein,K00445,PF00356,,Lipoxygenase,Lipid_metabolism,Lipid_metabolism,Lipid_metabolism,Nicotiana tabacum
NtG_00543,PME,PME,protein,K01225,PF01095,,Pectin methylesterase,Cell_wall,Cell_wall,Cell_wall,Nicotiana tabacum
NtG_00544,PG,PG,protein,K01155,PF03014,,Polygalacturonase,Cell_wall,Cell_wall,Cell_wall,Nicotiana tabacum
NtG_00545,BGL,BGL,protein,K05349,PF00293,,Beta-glucosidase,Cell_wall,Cell_wall,Cell_wall,Nicotiana tabacum
NtG_00546,GST,GST,protein,K00656,PF00043,,Glutathione S-transferase,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00547,CYP,CYP,protein,K00067,PF00067,,Cytochrome P450,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00548,UGT,UGT,protein,K00703,PF00201,,UDP-glycosyltransferase,Secondary_metabolism,Secondary_metabolism,Secondary_metabolism,Nicotiana tabacum
NtG_00549,MYB,MYB,protein,K00351,PF00249,,MYB transcription factor,Regulation,Regulation,Regulation,Nicotiana tabacum
NtG_00550,WRKY,WRKY,protein,K00352,PF03106,,WRKY transcription factor,Regulation,Regulation,Regulation,Nicotiana tabacum
NtG_00551,bHLH,bHLH,protein,K00353,PF00010,,bHLH transcription factor,Regulation,Regulation,Regulation,Nicotiana tabacum
NtG_00552,AP2,AP2,protein,K00350,PF00847,,AP2/ERF transcription factor,Regulation,Regulation,Regulation,Nicotiana tabacum
NtG_00553,NAC,NAC,protein,K00354,PF01865,,NAC transcription factor,Regulation,Regulation,Regulation,Nicotiana tabacum
NtG_00554,ARO4,ARO4,protein,K01613,PF01326,,3-deoxy-7-phosphoheptulonate synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00555,ARO3,ARO3,protein,K01613,PF01326,,3-deoxy-7-phosphoheptulonate synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00556,TRP2,TRP2,protein,K01617,PF04163,,anthranilate synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00557,TRP3,TRP3,protein,K01695,PF00291,,tryptophan synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00558,HIS3,HIS3,protein,K00014,PF00930,,histidinol dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00559,LYS1,LYS1,protein,K00015,PF03435,,saccharopine dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00560,LEU1,LEU1,protein,K01751,PF00561,,3-isopropylmalate dehydratase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00561,ILV1,ILV1,protein,K00203,PF00266,,threonine deaminase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00562,MET2,MET2,protein,K00640,PF04260,,homoserine O-acetyltransferase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00563,ASP,ASP,protein,K00832,PF00155,,aspartate aminotransferase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00564,ALT,ALT,protein,K00812,PF00155,,alanine aminotransferase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00565,GDH,GDH,protein,K00260,PF05093,,glutamate dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00566,GS,GS,protein,K01915,PF00120,,glutamine synthetase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00567,GOGAT,GOGAT,protein,K00265,PF01761,,glutamate synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00568,ACC,ACC,protein,K01865,PF00564,,acetyl-CoA carboxylase,Lipid_metabolism,Lipid_metabolism,Lipid_metabolism,Nicotiana tabacum
NtG_00569,LIP,LIP,protein,K01046,PF01764,,lipase,Lipid_metabolism,Lipid_metabolism,Lipid_metabolism,Nicotiana tabacum
NtG_00570,PLA,PLA,protein,K01050,PF01735,,phospholipase A,Lipid_metabolism,Lipid_metabolism,Lipid_metabolism,Nicotiana tabacum
NtG_00571,PLC,PLC,protein,K01114,PF02357,,phospholipase C,Lipid_metabolism,Lipid_metabolism,Lipid_metabolism,Nicotiana tabacum
NtG_00572,DES,DES,protein,K01788,PF00487,,fatty acid desaturase,Lipid_metabolism,Lipid_metabolism,Lipid_metabolism,Nicotiana tabacum
NtG_00573,RNR,RNR,protein,K00525,PF00317,,ribonucleotide reductase,Nucleotide,Nucleotide,Nucleotide,Nicotiana tabacum
NtG_00574,UMPS,UMPS,protein,K00788,PF00716,,UMP synthase,Nucleotide,Nucleotide,Nucleotide,Nicotiana tabacum
NtG_00575,ADS,ADS,protein,K00954,PF00709,,adenylosuccinate synthetase,Nucleotide,Nucleotide,Nucleotide,Nicotiana tabacum
NtG_00576,GGPS,GGPS,protein,K02112,PF00606,,geranylgeranyl diphosphate synthase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00577,TPS,TPS,protein,K02113,PF03597,,terpene synthase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00578,SQE,SQE,protein,K02115,PF02457,,squalene epoxidase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00579,LAS,LAS,protein,K02116,PF02550,,lanosterol synthase,Terpenoid,Terpenoid,Terpenoid,Nicotiana tabacum
NtG_00580,QPT,QPT,protein,K01614,PF01743,,quinolinate phosphoribosyltransferase,Alkaloid,Alkaloid,Alkaloid,Nicotiana tabacum
NtG_00581,BBL,BBL,protein,K02117,PF05126,,berberine bridge enzyme,Alkaloid,Alkaloid,Alkaloid,Nicotiana tabacum
NtG_00582,NOMT,NOMT,protein,K00599,PF02811,,norcoclaurine 6-O-methyltransferase,Alkaloid,Alkaloid,Alkaloid,Nicotiana tabacum
NtG_00583,COMT,COMT,protein,K00599,PF02811,,caffeic acid O-methyltransferase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00584,CCoAOMT,CCoAOMT,protein,K00598,PF02811,,caffeoyl-CoA O-methyltransferase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00585,CCR,CCR,protein,K00594,PF02744,,cinnamoyl-CoA reductase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00586,CAD,CAD,protein,K00001,PF00498,,cinnamyl alcohol dehydrogenase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00587,POD,POD,protein,K00430,PF00141,,peroxidase,Phenylpropanoid,Phenylpropanoid,Phenylpropanoid,Nicotiana tabacum
NtG_00588,SUS,SUS,protein,K00693,PF00534,,sucrose synthase,Sugar_metabolism,Sugar_metabolism,Sugar_metabolism,Nicotiana tabacum
NtG_00589,INV,INV,protein,K01193,PF00251,,invertase,Sugar_metabolism,Sugar_metabolism,Sugar_metabolism,Nicotiana tabacum
NtG_00590,SPS,SPS,protein,K00693,PF00534,,sucrose phosphate synthase,Sugar_metabolism,Sugar_metabolism,Sugar_metabolism,Nicotiana tabacum
NtG_00591,AGP,AGP,protein,K00975,PF02862,,ADP-glucose pyrophosphorylase,Sugar_metabolism,Sugar_metabolism,Sugar_metabolism,Nicotiana tabacum
NtG_00592,SSS,SSS,protein,K00700,PF00518,,starch synthase,Sugar_metabolism,Sugar_metabolism,Sugar_metabolism,Nicotiana tabacum
NtG_00593,GBE,GBE,protein,K00700,PF02862,,glycogen branching enzyme,Sugar_metabolism,Sugar_metabolism,Sugar_metabolism,Nicotiana tabacum
NtG_00594,NR,NR,protein,K00362,PF03160,,nitrate reductase,Nitrogen,Nitrogen,Nitrogen,Nicotiana tabacum
NtG_00595,NiR,NiR,protein,K00366,PF03160,,nitrite reductase,Nitrogen,Nitrogen,Nitrogen,Nicotiana tabacum
NtG_00596,GS2,GS2,protein,K01915,PF00120,,glutamine synthetase chloroplast,Nitrogen,Nitrogen,Nitrogen,Nicotiana tabacum
NtG_00597,PR1,PR1,protein,K03292,PF00307,,pathogenesis-related protein 1,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00598,PR2,PR2,protein,K01158,PF00331,,"beta-1,3-glucanase",Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00599,PR3,PR3,protein,K01158,PF00182,,chitinase,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00600,PDF,PDF,protein,K03293,PF00304,,plant defensin,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00601,HSP70,HSP70,protein,K03283,PF00012,,heat shock protein 70,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00602,HSP90,HSP90,protein,K03284,PF00183,,heat shock protein 90,Stress_response,Stress_response,Stress_response,Nicotiana tabacum
NtG_00603,RBCS,RBCS,protein,K01601,PF00554,,Rubisco small subunit,Photosynthesis,Photosynthesis,Photosynthesis,Nicotiana tabacum
NtG_00604,RBC,RBC,protein,K01601,PF00554,,Rubisco large subunit,Photosynthesis,Photosynthesis,Photosynthesis,Nicotiana tabacum
NtG_00605,CHL,CHL,protein,K01789,PF03510,,chlorophyllase,Photosynthesis,Photosynthesis,Photosynthesis,Nicotiana tabacum
NtG_00606,SUT,SUT,protein,K08152,PF00083,,sugar transporter,Transport,Transport,Transport,Nicotiana tabacum
NtG_00607,NRT,NRT,protein,K08153,PF00083,,nitrate transporter,Transport,Transport,Transport,Nicotiana tabacum
NtG_00608,ABC,ABC,protein,K08155,PF00006,,ABC transporter,Transport,Transport,Transport,Nicotiana tabacum
NtG_00609,MFS,MFS,protein,K08156,PF00083,,MFS transporter,Transport,Transport,Transport,Nicotiana tabacum
NtG_00610,GLK1,GLK1,protein,K00844,PF03622,,glucokinase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00611,PFK1,PFK1,protein,K00850,PF00365,,phosphofructokinase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00612,FBP1,FBP1,protein,K02446,PF00311,,fructose-bisphosphatase,Gluconeogenesis,Gluconeogenesis,Gluconeogenesis,Nicotiana tabacum
NtG_00613,PGM,PGM,protein,K01835,PF02878,,phosphoglucomutase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00614,PYC,PYC,protein,K01958,PF00808,,pyruvate carboxylase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00615,PDC,PDC,protein,K01568,PF00677,,pyruvate decarboxylase,Fermentation,Fermentation,Fermentation,Nicotiana tabacum
NtG_00616,ALS,ALS,protein,K01685,PF00505,,acetolactate synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00617,DHD,DHD,protein,K00012,PF03447,,dihydrodipicolinate dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00618,DAP,DAP,protein,K01584,PF00282,,diaminopimelate decarboxylase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00619,ASP4,ASP4,protein,K00174,PF03989,,aspartate-4-semialdehyde dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00620,HOM2,HOM2,protein,K00003,PF05254,,homoserine dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00621,SAT,SAT,protein,K00634,PF01917,,spermidine/spermine N1-acetyltransferase,Polyamine,Polyamine,Polyamine,Nicotiana tabacum
NtG_00622,ODC,ODC,protein,K01585,PF00739,,ornithine decarboxylase,Polyamine,Polyamine,Polyamine,Nicotiana tabacum
NtG_00623,SAMDC,SAMDC,protein,K01580,PF02536,,S-adenosylmethionine decarboxylase,Polyamine,Polyamine,Polyamine,Nicotiana tabacum
NtG_00624,SPDS,SPDS,protein,K00655,PF01227,,spermidine synthase,Polyamine,Polyamine,Polyamine,Nicotiana tabacum
NtG_00625,PAPS,PAPS,protein,K00381,PF01583,,PAPS reductase,Sulfur,Sulfur,Sulfur,Nicotiana tabacum
NtG_00626,CYS,CYS,protein,K00603,PF03881,,cysteine synthase,Sulfur,Sulfur,Sulfur,Nicotiana tabacum
NtG_00627,MET,MET,protein,K00548,PF02574,,methionine synthase,Sulfur,Sulfur,Sulfur,Nicotiana tabacum
NtG_00628,CBS,CBS,protein,K01697,PF00571,,cystathionine beta-synthase,Sulfur,Sulfur,Sulfur,Nicotiana tabacum
NtG_00629,GCL,GCL,protein,K01916,PF04162,,glutamate-cysteine ligase,Glutathione,Glutathione,Glutathione,Nicotiana tabacum
NtG_00630,GSH,GSH,protein,K01917,PF02898,,glutathione synthetase,Glutathione,Glutathione,Glutathione,Nicotiana tabacum
NtG_00631,SOD,SOD,protein,K04503,PF00091,,superoxide dismutase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00632,CAT,CAT,protein,K03781,PF00199,,catalase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00633,APX,APX,protein,K00443,PF00141,,ascorbate peroxidase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00634,DHAR,DHAR,protein,K00683,PF01404,,dehydroascorbate reductase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00635,MDAR,MDAR,protein,K00561,PF01262,,monodehydroascorbate reductase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00636,GR,GR,protein,K00383,PF00070,,glutathione reductase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00637,TPX,TPX,protein,K00456,PF00578,,thioredoxin peroxidase,Antioxidant,Antioxidant,Antioxidant,Nicotiana tabacum
NtG_00638,TRX,TRX,protein,K03739,PF00085,,thioredoxin,Redox,Redox,Redox,Nicotiana tabacum
NtG_00639,G6PD,G6PD,protein,K00036,PF00480,,glucose-6-phosphate dehydrogenase,PPP,PPP,PPP,Nicotiana tabacum
NtG_00640,6PGD,6PGD,protein,K00037,PF00393,,6-phosphogluconate dehydrogenase,PPP,PPP,PPP,Nicotiana tabacum
NtG_00641,RPI,RPI,protein,K01827,PF06155,,ribose-5-phosphate isomerase,PPP,PPP,PPP,Nicotiana tabacum
NtG_00642,PGM2,PGM2,protein,K01834,PF03014,,phosphoglycerate mutase,Glycolysis,Glycolysis,Glycolysis,Nicotiana tabacum
NtG_00643,ACL,ACL,protein,K01639,PF02420,,ATP citrate lyase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00644,ACO,ACO,protein,K01601,PF00300,,aconitase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00645,IDH3,IDH3,protein,K00031,PF00180,,isocitrate dehydrogenase NAD,TCA,TCA,TCA,Nicotiana tabacum
NtG_00646,OGDC,OGDC,protein,K00166,PF02216,,oxoglutarate dehydrogenase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00647,SCS,SCS,protein,K01902,PF00522,,succinyl-CoA synthetase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00648,SDH1,SDH1,protein,K00233,PF01266,,succinate dehydrogenase flavoprotein,TCA,TCA,TCA,Nicotiana tabacum
NtG_00649,FUM,FUM,protein,K01677,PF05984,,fumarase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00650,PEPC,PEPC,protein,K01595,PF00311,,phosphoenolpyruvate carboxylase,TCA,TCA,TCA,Nicotiana tabacum
NtG_00651,CAC,CAC,protein,K08745,PF00153,,carnitine acylcarnitine carrier,Transport,Transport,Transport,Nicotiana tabacum
NtG_00652,ANT,ANT,protein,K08152,PF00153,,ADP/ATP translocator,Transport,Transport,Transport,Nicotiana tabacum
NtG_00653,PIP,PIP,protein,K08154,PF00550,,aquaporin,Transport,Transport,Transport,Nicotiana tabacum
NtG_00654,CHT,CHT,protein,K08157,PF00083,,chitin transporter,Transport,Transport,Transport,Nicotiana tabacum
NtG_00655,PHT1,PHT1,protein,K08158,PF00083,,phosphate transporter,Transport,Transport,Transport,Nicotiana tabacum
NtG_00656,SKO1,SKO1,protein,K00891,PF01408,,shikimate kinase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00657,DHQS,DHQS,protein,K01732,PF01746,,3-dehydroquinate synthase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00658,DHQR,DHQR,protein,K01733,PF01467,,3-dehydroquinate dehydratase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00659,SHM,SHM,protein,K00600,PF00302,,serine hydroxymethyltransferase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00660,GCVT,GCVT,protein,K00605,PF01528,,glycine cleavage T protein,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00661,AGT,AGT,protein,K00832,PF00155,,alanine-glyoxylate aminotransferase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00662,ASN,ASN,protein,K01915,PF00614,,asparagine synthetase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00663,BCKDH,BCKDH,protein,K00166,PF00676,,branched-chain keto acid dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00664,IVD,IVD,protein,K00294,PF00386,,isovaleryl-CoA dehydrogenase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00665,BCAT,BCAT,protein,K00814,PF00155,,branched-chain aminotransferase,Amino_acid,Amino_acid,Amino_acid,Nicotiana tabacum
NtG_00666,FAT,FAT,protein,K01056,PF00501,,fatty acid thioesterase,Lipid,Lipid,Lipid,Nicotiana tabacum
NtG_00667,ACOT,ACOT,protein,K01057,PF00556,,acyl-CoA thioesterase,Lipid,Lipid,Lipid,Nicotiana tabacum
NtG_00668,LACS,LACS,protein,K01897,PF00501,,long-chain acyl-CoA synthetase,Lipid,Lipid,Lipid,Nicotiana tabacum
NtG_00669,KCS,KCS,protein,K00668,PF02005,,3-ketoacyl-CoA synthase,Lipid,Lipid,Lipid,Nicotiana tabacum
NtG_00670,LTP,LTP,protein,K08159,PF00954,,lipid transfer protein,Lipid,Lipid,Lipid,Nicotiana tabacum
NtG_00671,PLD,PLD,protein,K01112,PF00614,,phospholipase D,Lipid,Lipid,Lipid,Nicotiana tabacum
NtG_00672,Gene_672,Gene_672,protein,K00173,PF00075,,Putative gene 672,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00673,Gene_673,Gene_673,protein,K00174,PF00076,,Putative gene 673,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00674,Gene_674,Gene_674,protein,K00175,PF00077,,Putative gene 674,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00675,Gene_675,Gene_675,protein,K00176,PF00078,,Putative gene 675,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00676,Gene_676,Gene_676,protein,K00177,PF00079,,Putative gene 676,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00677,Gene_677,Gene_677,protein,K00178,PF00080,,Putative gene 677,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00678,Gene_678,Gene_678,protein,K00179,PF00081,,Putative gene 678,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00679,Gene_679,Gene_679,protein,K00180,PF00082,,Putative gene 679,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00680,Gene_680,Gene_680,protein,K00181,PF00083,,Putative gene 680,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00681,Gene_681,Gene_681,protein,K00182,PF00084,,Putative gene 681,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00682,Gene_682,Gene_682,protein,K00183,PF00085,,Putative gene 682,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00683,Gene_683,Gene_683,protein,K00184,PF00086,,Putative gene 683,Unknown,Unknown,Unknown,Nicotiana tabacum
